date,Experimental Plot,Sensor,Variable,Value,Unit,Sensor Depth
2021-03-09,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-10,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-11,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-12,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-13,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-14,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-15,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-16,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-17,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-18,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-19,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-20,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-21,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-22,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-23,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-03-24,E2,First Sensor,Soil Temperature,3.695833345,deg C,7.5 cm
2021-03-25,E2,First Sensor,Soil Temperature,7.747916679,deg C,7.5 cm
2021-03-26,E2,First Sensor,Soil Temperature,7.795833349,deg C,7.5 cm
2021-03-27,E2,First Sensor,Soil Temperature,4.970833331,deg C,7.5 cm
2021-03-28,E2,First Sensor,Soil Temperature,4.672916631,deg C,7.5 cm
2021-03-29,E2,First Sensor,Soil Temperature,4.470833287,deg C,7.5 cm
2021-03-30,E2,First Sensor,Soil Temperature,4.077083337,deg C,7.5 cm
2021-03-31,E2,First Sensor,Soil Temperature,6.952083349,deg C,7.5 cm
2021-04-01,E2,First Sensor,Soil Temperature,5.454166651,deg C,7.5 cm
2021-04-02,E2,First Sensor,Soil Temperature,3.660416653,deg C,7.5 cm
2021-04-03,E2,First Sensor,Soil Temperature,3.256250006,deg C,7.5 cm
2021-04-04,E2,First Sensor,Soil Temperature,4.793749976,deg C,7.5 cm
2021-04-05,E2,First Sensor,Soil Temperature,5.381249999,deg C,7.5 cm
2021-04-06,E2,First Sensor,Soil Temperature,7.170833349,deg C,7.5 cm
2021-04-07,E2,First Sensor,Soil Temperature,8.789583335,deg C,7.5 cm
2021-04-08,E2,First Sensor,Soil Temperature,10.0791667,deg C,7.5 cm
2021-04-09,E2,First Sensor,Soil Temperature,12.35416665,deg C,7.5 cm
2021-04-10,E2,First Sensor,Soil Temperature,13.07708337,deg C,7.5 cm
2021-04-11,E2,First Sensor,Soil Temperature,12.27291663,deg C,7.5 cm
2021-04-12,E2,First Sensor,Soil Temperature,11.23541667,deg C,7.5 cm
2021-04-13,E2,First Sensor,Soil Temperature,11.81666664,deg C,7.5 cm
2021-04-14,E2,First Sensor,Soil Temperature,12.14166667,deg C,7.5 cm
2021-04-15,E2,First Sensor,Soil Temperature,11.92708335,deg C,7.5 cm
2021-04-16,E2,First Sensor,Soil Temperature,10.36041669,deg C,7.5 cm
2021-04-17,E2,First Sensor,Soil Temperature,9.422916661,deg C,7.5 cm
2021-04-18,E2,First Sensor,Soil Temperature,10.34375006,deg C,7.5 cm
2021-04-19,E2,First Sensor,Soil Temperature,11.07291673,deg C,7.5 cm
2021-04-20,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-04-21,E2,First Sensor,Soil Temperature,6.512499988,deg C,7.5 cm
2021-04-22,E2,First Sensor,Soil Temperature,5.174999962,deg C,7.5 cm
2021-04-23,E2,First Sensor,Soil Temperature,6.097916633,deg C,7.5 cm
2021-04-24,E2,First Sensor,Soil Temperature,9.079166641,deg C,7.5 cm
2021-04-25,E2,First Sensor,Soil Temperature,9.647916714,deg C,7.5 cm
2021-04-26,E2,First Sensor,Soil Temperature,6.991666685,deg C,7.5 cm
2021-04-27,E2,First Sensor,Soil Temperature,8.066666643,deg C,7.5 cm
2021-04-28,E2,First Sensor,Soil Temperature,10.47708328,deg C,7.5 cm
2021-04-29,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-04-30,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-01,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-02,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-03,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-04,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-05,E2,First Sensor,Soil Temperature,11.11875004,deg C,7.5 cm
2021-05-06,E2,First Sensor,Soil Temperature,11.06875002,deg C,7.5 cm
2021-05-07,E2,First Sensor,Soil Temperature,11.14583336,deg C,7.5 cm
2021-05-08,E2,First Sensor,Soil Temperature,11.44583337,deg C,7.5 cm
2021-05-09,E2,First Sensor,Soil Temperature,11.96666664,deg C,7.5 cm
2021-05-10,E2,First Sensor,Soil Temperature,12.62916668,deg C,7.5 cm
2021-05-11,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-12,E2,First Sensor,Soil Temperature,12.45624999,deg C,7.5 cm
2021-05-13,E2,First Sensor,Soil Temperature,13.17083333,deg C,7.5 cm
2021-05-14,E2,First Sensor,Soil Temperature,14.46458334,deg C,7.5 cm
2021-05-15,E2,First Sensor,Soil Temperature,15.22708337,deg C,7.5 cm
2021-05-16,E2,First Sensor,Soil Temperature,16.55208345,deg C,7.5 cm
2021-05-17,E2,First Sensor,Soil Temperature,17.62499998,deg C,7.5 cm
2021-05-18,E2,First Sensor,Soil Temperature,18.51041681,deg C,7.5 cm
2021-05-19,E2,First Sensor,Soil Temperature,19.19583337,deg C,7.5 cm
2021-05-20,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-21,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-22,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-23,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-24,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-25,E2,First Sensor,Soil Temperature,,deg C,7.5 cm
2021-05-26,E2,First Sensor,Soil Temperature,20.7791667,deg C,7.5 cm
2021-05-27,E2,First Sensor,Soil Temperature,20.01874999,deg C,7.5 cm
2021-05-28,E2,First Sensor,Soil Temperature,17.76249997,deg C,7.5 cm
2021-05-29,E2,First Sensor,Soil Temperature,17.96875012,deg C,7.5 cm
2021-05-30,E2,First Sensor,Soil Temperature,17.17083339,deg C,7.5 cm
2021-05-31,E2,First Sensor,Soil Temperature,16.29374995,deg C,7.5 cm
2021-06-01,E2,First Sensor,Soil Temperature,16.25833329,deg C,7.5 cm
2021-06-02,E2,First Sensor,Soil Temperature,19.53750006,deg C,7.5 cm
2021-06-03,E2,First Sensor,Soil Temperature,18.74583344,deg C,7.5 cm
2021-06-04,E2,First Sensor,Soil Temperature,20.28541668,deg C,7.5 cm
2021-06-05,E2,First Sensor,Soil Temperature,20.31041658,deg C,7.5 cm
2021-06-06,E2,First Sensor,Soil Temperature,22.55208337,deg C,7.5 cm
2021-06-07,E2,First Sensor,Soil Temperature,24.59583338,deg C,7.5 cm
2021-06-08,E2,First Sensor,Soil Temperature,24.80208329,deg C,7.5 cm
2021-06-09,E2,First Sensor,Soil Temperature,23.9124999,deg C,7.5 cm
2021-06-10,E2,First Sensor,Soil Temperature,21.16250006,deg C,7.5 cm
2021-06-11,E2,First Sensor,Soil Temperature,20.92499999,deg C,7.5 cm
2021-06-12,E2,First Sensor,Soil Temperature,22.41874993,deg C,7.5 cm
2021-06-13,E2,First Sensor,Soil Temperature,22.9708333,deg C,7.5 cm
2021-06-14,E2,First Sensor,Soil Temperature,22.10833327,deg C,7.5 cm
2021-06-15,E2,First Sensor,Soil Temperature,21.36874998,deg C,7.5 cm
2021-06-16,E2,First Sensor,Soil Temperature,19.36250007,deg C,7.5 cm
2021-06-17,E2,First Sensor,Soil Temperature,19.72708338,deg C,7.5 cm
2021-06-18,E2,First Sensor,Soil Temperature,20.43958334,deg C,7.5 cm
2021-06-19,E2,First Sensor,Soil Temperature,21.21875004,deg C,7.5 cm
2021-06-20,E2,First Sensor,Soil Temperature,21.75208334,deg C,7.5 cm
2021-06-21,E2,First Sensor,Soil Temperature,22.27291667,deg C,7.5 cm
2021-06-22,E2,First Sensor,Soil Temperature,20.79375001,deg C,7.5 cm
2021-06-23,E2,First Sensor,Soil Temperature,18.55416677,deg C,7.5 cm
2021-06-24,E2,First Sensor,Soil Temperature,20.07916673,deg C,7.5 cm
2021-06-25,E2,First Sensor,Soil Temperature,21.31041662,deg C,7.5 cm
2021-06-26,E2,First Sensor,Soil Temperature,20.52916678,deg C,7.5 cm
2021-06-27,E2,First Sensor,Soil Temperature,22.79375001,deg C,7.5 cm
2021-06-28,E2,First Sensor,Soil Temperature,24.84375,deg C,7.5 cm
2021-06-29,E2,First Sensor,Soil Temperature,25.5354166,deg C,7.5 cm
2021-06-30,E2,First Sensor,Soil Temperature,24.49374998,deg C,7.5 cm
2018-07-01,E3,First Sensor,Soil Volumetric Water Content,13.39309127,%,7.5 cm
2018-07-02,E3,First Sensor,Soil Volumetric Water Content,13.21296665,%,7.5 cm
2018-07-03,E3,First Sensor,Soil Volumetric Water Content,13.91164728,%,7.5 cm
2018-07-04,E3,First Sensor,Soil Volumetric Water Content,13.18106861,%,7.5 cm
2018-07-05,E3,First Sensor,Soil Volumetric Water Content,12.87101627,%,7.5 cm
2018-07-06,E3,First Sensor,Soil Volumetric Water Content,18.87698719,%,7.5 cm
2018-07-07,E3,First Sensor,Soil Volumetric Water Content,15.59915447,%,7.5 cm
2018-07-08,E3,First Sensor,Soil Volumetric Water Content,13.70606688,%,7.5 cm
2018-07-09,E3,First Sensor,Soil Volumetric Water Content,13.02765705,%,7.5 cm
2018-07-10,E3,First Sensor,Soil Volumetric Water Content,13.88392918,%,7.5 cm
2018-07-11,E3,First Sensor,Soil Volumetric Water Content,14.16536758,%,7.5 cm
2018-07-12,E3,First Sensor,Soil Volumetric Water Content,12.91137303,%,7.5 cm
2018-07-13,E3,First Sensor,Soil Volumetric Water Content,12.48889401,%,7.5 cm
2018-07-14,E3,First Sensor,Soil Volumetric Water Content,12.11913983,%,7.5 cm
2018-07-15,E3,First Sensor,Soil Volumetric Water Content,12.11993214,%,7.5 cm
2018-07-16,E3,First Sensor,Soil Volumetric Water Content,11.80643029,%,7.5 cm
2018-07-17,E3,First Sensor,Soil Volumetric Water Content,14.81626709,%,7.5 cm
2018-07-18,E3,First Sensor,Soil Volumetric Water Content,13.46873007,%,7.5 cm
2018-07-19,E3,First Sensor,Soil Volumetric Water Content,11.93133128,%,7.5 cm
2018-07-20,E3,First Sensor,Soil Volumetric Water Content,11.199527,%,7.5 cm
2018-07-21,E3,First Sensor,Soil Volumetric Water Content,10.64129631,%,7.5 cm
2018-07-22,E3,First Sensor,Soil Volumetric Water Content,10.00129014,%,7.5 cm
2018-07-23,E3,First Sensor,Soil Volumetric Water Content,10.01383975,%,7.5 cm
2018-07-24,E3,First Sensor,Soil Volumetric Water Content,9.961637022,%,7.5 cm
2018-07-25,E3,First Sensor,Soil Volumetric Water Content,10.27505397,%,7.5 cm
2018-07-26,E3,First Sensor,Soil Volumetric Water Content,19.69040276,%,7.5 cm
2018-07-27,E3,First Sensor,Soil Volumetric Water Content,15.63757635,%,7.5 cm
2018-07-28,E3,First Sensor,Soil Volumetric Water Content,13.18202745,%,7.5 cm
2018-07-29,E3,First Sensor,Soil Volumetric Water Content,11.66510987,%,7.5 cm
2018-07-30,E3,First Sensor,Soil Volumetric Water Content,10.7078511,%,7.5 cm
2018-07-31,E3,First Sensor,Soil Volumetric Water Content,9.984666937,%,7.5 cm
2018-08-01,E3,First Sensor,Soil Volumetric Water Content,9.454422587,%,7.5 cm
2018-08-02,E3,First Sensor,Soil Volumetric Water Content,9.565358643,%,7.5 cm
2018-08-03,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-08-04,E3,First Sensor,Soil Volumetric Water Content,9.453452497,%,7.5 cm
2018-08-05,E3,First Sensor,Soil Volumetric Water Content,9.303898239,%,7.5 cm
2018-08-06,E3,First Sensor,Soil Volumetric Water Content,9.078407935,%,7.5 cm
2018-08-07,E3,First Sensor,Soil Volumetric Water Content,8.780020619,%,7.5 cm
2018-08-08,E3,First Sensor,Soil Volumetric Water Content,8.753282021,%,7.5 cm
2018-08-09,E3,First Sensor,Soil Volumetric Water Content,19.10329958,%,7.5 cm
2018-08-10,E3,First Sensor,Soil Volumetric Water Content,16.7212112,%,7.5 cm
2018-08-11,E3,First Sensor,Soil Volumetric Water Content,12.99701674,%,7.5 cm
2018-08-12,E3,First Sensor,Soil Volumetric Water Content,11.31539255,%,7.5 cm
2018-08-13,E3,First Sensor,Soil Volumetric Water Content,10.28123198,%,7.5 cm
2018-08-14,E3,First Sensor,Soil Volumetric Water Content,9.602505423,%,7.5 cm
2018-08-15,E3,First Sensor,Soil Volumetric Water Content,9.20207644,%,7.5 cm
2018-08-16,E3,First Sensor,Soil Volumetric Water Content,8.886528379,%,7.5 cm
2018-08-17,E3,First Sensor,Soil Volumetric Water Content,8.654417116,%,7.5 cm
2018-08-18,E3,First Sensor,Soil Volumetric Water Content,14.40019539,%,7.5 cm
2018-08-19,E3,First Sensor,Soil Volumetric Water Content,12.29220644,%,7.5 cm
2018-08-20,E3,First Sensor,Soil Volumetric Water Content,10.84726984,%,7.5 cm
2018-08-21,E3,First Sensor,Soil Volumetric Water Content,9.837293163,%,7.5 cm
2018-08-22,E3,First Sensor,Soil Volumetric Water Content,9.324476365,%,7.5 cm
2018-08-23,E3,First Sensor,Soil Volumetric Water Content,9.159826365,%,7.5 cm
2018-08-24,E3,First Sensor,Soil Volumetric Water Content,9.089148067,%,7.5 cm
2018-08-25,E3,First Sensor,Soil Volumetric Water Content,9.028237493,%,7.5 cm
2018-08-26,E3,First Sensor,Soil Volumetric Water Content,8.808651902,%,7.5 cm
2018-08-27,E3,First Sensor,Soil Volumetric Water Content,8.873592895,%,7.5 cm
2018-08-28,E3,First Sensor,Soil Volumetric Water Content,10.6383533,%,7.5 cm
2018-08-29,E3,First Sensor,Soil Volumetric Water Content,11.80816068,%,7.5 cm
2018-08-30,E3,First Sensor,Soil Volumetric Water Content,13.8537351,%,7.5 cm
2018-08-31,E3,First Sensor,Soil Volumetric Water Content,12.88317679,%,7.5 cm
2018-09-01,E3,First Sensor,Soil Volumetric Water Content,11.83992709,%,7.5 cm
2018-09-02,E3,First Sensor,Soil Volumetric Water Content,11.1683364,%,7.5 cm
2018-09-03,E3,First Sensor,Soil Volumetric Water Content,18.78273717,%,7.5 cm
2018-09-04,E3,First Sensor,Soil Volumetric Water Content,16.16628711,%,7.5 cm
2018-09-05,E3,First Sensor,Soil Volumetric Water Content,14.20760027,%,7.5 cm
2018-09-06,E3,First Sensor,Soil Volumetric Water Content,13.43091757,%,7.5 cm
2018-09-07,E3,First Sensor,Soil Volumetric Water Content,12.52289881,%,7.5 cm
2018-09-08,E3,First Sensor,Soil Volumetric Water Content,11.7577256,%,7.5 cm
2018-09-09,E3,First Sensor,Soil Volumetric Water Content,11.27335095,%,7.5 cm
2018-09-10,E3,First Sensor,Soil Volumetric Water Content,10.9074535,%,7.5 cm
2018-09-11,E3,First Sensor,Soil Volumetric Water Content,17.50009895,%,7.5 cm
2018-09-12,E3,First Sensor,Soil Volumetric Water Content,17.07289589,%,7.5 cm
2018-09-13,E3,First Sensor,Soil Volumetric Water Content,14.97154528,%,7.5 cm
2018-09-14,E3,First Sensor,Soil Volumetric Water Content,13.57995052,%,7.5 cm
2018-09-15,E3,First Sensor,Soil Volumetric Water Content,12.58937669,%,7.5 cm
2018-09-16,E3,First Sensor,Soil Volumetric Water Content,11.99046197,%,7.5 cm
2018-09-17,E3,First Sensor,Soil Volumetric Water Content,11.50896569,%,7.5 cm
2018-09-18,E3,First Sensor,Soil Volumetric Water Content,11.07361574,%,7.5 cm
2018-09-19,E3,First Sensor,Soil Volumetric Water Content,10.81800348,%,7.5 cm
2018-09-20,E3,First Sensor,Soil Volumetric Water Content,10.70165194,%,7.5 cm
2018-09-21,E3,First Sensor,Soil Volumetric Water Content,12.09724972,%,7.5 cm
2018-09-22,E3,First Sensor,Soil Volumetric Water Content,17.26152388,%,7.5 cm
2018-09-23,E3,First Sensor,Soil Volumetric Water Content,14.91650367,%,7.5 cm
2018-09-24,E3,First Sensor,Soil Volumetric Water Content,13.66216004,%,7.5 cm
2018-09-25,E3,First Sensor,Soil Volumetric Water Content,13.92088057,%,7.5 cm
2018-09-26,E3,First Sensor,Soil Volumetric Water Content,17.30807243,%,7.5 cm
2018-09-27,E3,First Sensor,Soil Volumetric Water Content,17.87312909,%,7.5 cm
2018-09-28,E3,First Sensor,Soil Volumetric Water Content,16.10094937,%,7.5 cm
2018-09-29,E3,First Sensor,Soil Volumetric Water Content,15.15905678,%,7.5 cm
2018-09-30,E3,First Sensor,Soil Volumetric Water Content,14.20288751,%,7.5 cm
2018-10-01,E3,First Sensor,Soil Volumetric Water Content,13.75678009,%,7.5 cm
2018-10-02,E3,First Sensor,Soil Volumetric Water Content,16.70447787,%,7.5 cm
2018-10-03,E3,First Sensor,Soil Volumetric Water Content,18.83046796,%,7.5 cm
2018-10-04,E3,First Sensor,Soil Volumetric Water Content,17.79965589,%,7.5 cm
2018-10-05,E3,First Sensor,Soil Volumetric Water Content,16.68486826,%,7.5 cm
2018-10-06,E3,First Sensor,Soil Volumetric Water Content,15.23199778,%,7.5 cm
2018-10-07,E3,First Sensor,Soil Volumetric Water Content,16.03123268,%,7.5 cm
2018-10-08,E3,First Sensor,Soil Volumetric Water Content,15.94800209,%,7.5 cm
2018-10-09,E3,First Sensor,Soil Volumetric Water Content,19.76014875,%,7.5 cm
2018-10-10,E3,First Sensor,Soil Volumetric Water Content,20.25236216,%,7.5 cm
2018-10-11,E3,First Sensor,Soil Volumetric Water Content,23.97554195,%,7.5 cm
2018-10-12,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-13,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-14,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-15,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-16,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-17,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-18,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-19,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-20,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-21,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-22,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-23,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-24,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-25,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-10-26,E3,First Sensor,Soil Volumetric Water Content,17.49675613,%,7.5 cm
2018-10-27,E3,First Sensor,Soil Volumetric Water Content,16.38644645,%,7.5 cm
2018-10-28,E3,First Sensor,Soil Volumetric Water Content,24.77221749,%,7.5 cm
2018-10-29,E3,First Sensor,Soil Volumetric Water Content,22.99748141,%,7.5 cm
2018-10-30,E3,First Sensor,Soil Volumetric Water Content,21.42614905,%,7.5 cm
2018-10-31,E3,First Sensor,Soil Volumetric Water Content,21.50675628,%,7.5 cm
2018-11-01,E3,First Sensor,Soil Volumetric Water Content,22.65024281,%,7.5 cm
2018-11-02,E3,First Sensor,Soil Volumetric Water Content,25.01569223,%,7.5 cm
2018-11-03,E3,First Sensor,Soil Volumetric Water Content,25.91216799,%,7.5 cm
2018-11-04,E3,First Sensor,Soil Volumetric Water Content,23.30336359,%,7.5 cm
2018-11-05,E3,First Sensor,Soil Volumetric Water Content,21.97377713,%,7.5 cm
2018-11-06,E3,First Sensor,Soil Volumetric Water Content,23.86193528,%,7.5 cm
2018-11-07,E3,First Sensor,Soil Volumetric Water Content,23.0192791,%,7.5 cm
2018-11-08,E3,First Sensor,Soil Volumetric Water Content,20.34100199,%,7.5 cm
2018-11-09,E3,First Sensor,Soil Volumetric Water Content,19.28215118,%,7.5 cm
2018-11-10,E3,First Sensor,Soil Volumetric Water Content,24.82410156,%,7.5 cm
2018-11-11,E3,First Sensor,Soil Volumetric Water Content,18.1535746,%,7.5 cm
2018-11-12,E3,First Sensor,Soil Volumetric Water Content,14.08664247,%,7.5 cm
2018-11-13,E3,First Sensor,Soil Volumetric Water Content,17.67654116,%,7.5 cm
2018-11-14,E3,First Sensor,Soil Volumetric Water Content,13.58830384,%,7.5 cm
2018-11-15,E3,First Sensor,Soil Volumetric Water Content,7.085003356,%,7.5 cm
2018-11-16,E3,First Sensor,Soil Volumetric Water Content,7.479969232,%,7.5 cm
2018-11-17,E3,First Sensor,Soil Volumetric Water Content,8.786501966,%,7.5 cm
2018-11-18,E3,First Sensor,Soil Volumetric Water Content,9.578015481,%,7.5 cm
2018-11-19,E3,First Sensor,Soil Volumetric Water Content,10.59496084,%,7.5 cm
2018-11-20,E3,First Sensor,Soil Volumetric Water Content,13.52312434,%,7.5 cm
2018-11-21,E3,First Sensor,Soil Volumetric Water Content,15.37167752,%,7.5 cm
2018-11-22,E3,First Sensor,Soil Volumetric Water Content,14.986008,%,7.5 cm
2018-11-23,E3,First Sensor,Soil Volumetric Water Content,,%,7.5 cm
2018-11-24,E3,First Sensor,Soil Volumetric Water Content,12.18278127,%,7.5 cm
2018-11-25,E3,First Sensor,Soil Volumetric Water Content,15.99424077,%,7.5 cm
2018-11-26,E3,First Sensor,Soil Volumetric Water Content,24.50762342,%,7.5 cm
2018-11-27,E3,First Sensor,Soil Volumetric Water Content,23.71665292,%,7.5 cm
2018-11-28,E3,First Sensor,Soil Volumetric Water Content,22.82088629,%,7.5 cm
2018-11-29,E3,First Sensor,Soil Volumetric Water Content,22.40868289,%,7.5 cm
2018-11-30,E3,First Sensor,Soil Volumetric Water Content,22.20870968,%,7.5 cm
2018-12-01,E3,First Sensor,Soil Volumetric Water Content,21.90060771,%,7.5 cm
2018-12-02,E3,First Sensor,Soil Volumetric Water Content,22.79849515,%,7.5 cm
2018-12-03,E3,First Sensor,Soil Volumetric Water Content,25.629997,%,7.5 cm
2018-12-04,E3,First Sensor,Soil Volumetric Water Content,23.93466556,%,7.5 cm
2018-12-05,E3,First Sensor,Soil Volumetric Water Content,22.05802899,%,7.5 cm
2018-12-06,E3,First Sensor,Soil Volumetric Water Content,21.07800762,%,7.5 cm
2018-12-07,E3,First Sensor,Soil Volumetric Water Content,20.84237525,%,7.5 cm
2018-12-08,E3,First Sensor,Soil Volumetric Water Content,18.46667568,%,7.5 cm
2018-12-09,E3,First Sensor,Soil Volumetric Water Content,16.23789324,%,7.5 cm
2018-12-10,E3,First Sensor,Soil Volumetric Water Content,15.37602583,%,7.5 cm
2018-12-11,E3,First Sensor,Soil Volumetric Water Content,13.35660087,%,7.5 cm
2018-12-12,E3,First Sensor,Soil Volumetric Water Content,12.66891262,%,7.5 cm
2018-12-13,E3,First Sensor,Soil Volumetric Water Content,10.90000353,%,7.5 cm
2018-12-14,E3,First Sensor,Soil Volumetric Water Content,11.33237365,%,7.5 cm
2018-12-15,E3,First Sensor,Soil Volumetric Water Content,24.85268812,%,7.5 cm
2018-12-16,E3,First Sensor,Soil Volumetric Water Content,23.35707414,%,7.5 cm
2018-12-17,E3,First Sensor,Soil Volumetric Water Content,21.76637533,%,7.5 cm
2018-12-18,E3,First Sensor,Soil Volumetric Water Content,15.32343353,%,7.5 cm
2018-12-19,E3,First Sensor,Soil Volumetric Water Content,7.511967895,%,7.5 cm
2018-12-20,E3,First Sensor,Soil Volumetric Water Content,7.276025954,%,7.5 cm
2018-12-21,E3,First Sensor,Soil Volumetric Water Content,9.110198938,%,7.5 cm
2018-12-22,E3,First Sensor,Soil Volumetric Water Content,22.11722272,%,7.5 cm
2018-12-23,E3,First Sensor,Soil Volumetric Water Content,24.32001447,%,7.5 cm
2018-12-24,E3,First Sensor,Soil Volumetric Water Content,17.49327356,%,7.5 cm
2018-12-25,E3,First Sensor,Soil Volumetric Water Content,7.748273334,%,7.5 cm
2018-12-26,E3,First Sensor,Soil Volumetric Water Content,6.136092617,%,7.5 cm
2018-12-27,E3,First Sensor,Soil Volumetric Water Content,5.735461076,%,7.5 cm
2018-12-28,E3,First Sensor,Soil Volumetric Water Content,6.50867368,%,7.5 cm
2018-12-29,E3,First Sensor,Soil Volumetric Water Content,8.124543667,%,7.5 cm
2018-12-30,E3,First Sensor,Soil Volumetric Water Content,6.157620639,%,7.5 cm
2018-12-31,E3,First Sensor,Soil Volumetric Water Content,6.627277465,%,7.5 cm
2019-01-01,E3,First Sensor,Soil Volumetric Water Content,7.480833563,%,7.5 cm
2019-01-02,E3,First Sensor,Soil Volumetric Water Content,6.20349041,%,7.5 cm
2019-01-03,E3,First Sensor,Soil Volumetric Water Content,6.247145052,%,7.5 cm
2019-01-04,E3,First Sensor,Soil Volumetric Water Content,6.845701614,%,7.5 cm
2019-01-05,E3,First Sensor,Soil Volumetric Water Content,7.54334458,%,7.5 cm
2019-01-06,E3,First Sensor,Soil Volumetric Water Content,7.869512463,%,7.5 cm
2019-01-07,E3,First Sensor,Soil Volumetric Water Content,6.083102463,%,7.5 cm
2019-01-08,E3,First Sensor,Soil Volumetric Water Content,6.280873547,%,7.5 cm
2019-01-09,E3,First Sensor,Soil Volumetric Water Content,7.077007024,%,7.5 cm
2019-01-10,E3,First Sensor,Soil Volumetric Water Content,7.290137793,%,7.5 cm
2019-01-11,E3,First Sensor,Soil Volumetric Water Content,6.827471335,%,7.5 cm
2019-01-12,E3,First Sensor,Soil Volumetric Water Content,6.289653518,%,7.5 cm
2019-01-13,E3,First Sensor,Soil Volumetric Water Content,6.135102312,%,7.5 cm
2019-01-14,E3,First Sensor,Soil Volumetric Water Content,6.013225134,%,7.5 cm
2019-01-15,E3,First Sensor,Soil Volumetric Water Content,6.250485484,%,7.5 cm
2019-01-16,E3,First Sensor,Soil Volumetric Water Content,6.590453562,%,7.5 cm
2019-01-17,E3,First Sensor,Soil Volumetric Water Content,6.062707361,%,7.5 cm
2019-01-18,E3,First Sensor,Soil Volumetric Water Content,6.085427749,%,7.5 cm
2019-01-19,E3,First Sensor,Soil Volumetric Water Content,5.986283348,%,7.5 cm
2019-01-20,E3,First Sensor,Soil Volumetric Water Content,5.930470439,%,7.5 cm
2019-01-21,E3,First Sensor,Soil Volumetric Water Content,5.848646425,%,7.5 cm
2019-01-22,E3,First Sensor,Soil Volumetric Water Content,5.722045697,%,7.5 cm
2019-01-23,E3,First Sensor,Soil Volumetric Water Content,5.839162726,%,7.5 cm
2019-01-24,E3,First Sensor,Soil Volumetric Water Content,7.218871626,%,7.5 cm
2019-01-25,E3,First Sensor,Soil Volumetric Water Content,8.309739183,%,7.5 cm
2019-01-26,E3,First Sensor,Soil Volumetric Water Content,6.255869375,%,7.5 cm
2019-01-27,E3,First Sensor,Soil Volumetric Water Content,5.695876834,%,7.5 cm
2019-01-28,E3,First Sensor,Soil Volumetric Water Content,5.154193919,%,7.5 cm
2019-01-29,E3,First Sensor,Soil Volumetric Water Content,5.092357225,%,7.5 cm
2019-01-30,E3,First Sensor,Soil Volumetric Water Content,5.53054154,%,7.5 cm
2019-01-31,E3,First Sensor,Soil Volumetric Water Content,4.849685835,%,7.5 cm
2019-02-01,E3,First Sensor,Soil Volumetric Water Content,4.78863528,%,7.5 cm
